ano,mes,estado,numero,encontro
2003,Março,pará,27,1/1/2003
2004,Março,pará,22,1/1/2004
2005,Março,pará,21,1/1/2005
2006,Março,pará,10,1/1/2006
2007,Março,pará,6,1/1/2007
2008,Março,pará,4,1/1/2008
2009,Março,pará,4,1/1/2009
2010,Março,pará,110,1/1/2010
2011,Março,pará,,1/1/2011
2012,Março,pará,30,1/1/2012
2013,Março,pará,19,1/1/2013
2014,Março,pará,34,1/1/2014
2015,Março,pará,61,1/1/2015
2016,Março,pará,81,1/1/2016
2017,Março,pará,42,1/1/2017
1998,Abril,pará,0,1/1/1998
1999,Abril,pará,6,1/1/1999
2000,Abril,pará,40,1/1/2000
2001,Abril,pará,0,1/1/2001
2002,Abril,pará,11,1/1/2002
2003,Abril,pará,14,1/1/2003
2004,Abril,pará,23,1/1/2004
2005,Abril,pará,14,1/1/2005
2006,Abril,pará,2,1/1/2006
2007,Abril,pará,0,1/1/2007
2008,Abril,pará,7,1/1/2008
2009,Abril,pará,8,1/1/2009
2010,Abril,pará,22,1/1/2010
2011,Abril,pará,10,1/1/2011
2012,Abril,pará,11,1/1/2012
2013,Abril,pará,20,1/1/2013
2014,Abril,pará,27,1/1/2014
2015,Abril,pará,27,1/1/2015
2016,Abril,pará,66,1/1/2016
2017,Abril,pará,45,1/1/2017
1998,Maio,pará,0,1/1/1998
1999,Maio,pará,4,1/1/1999
2000,Maio,pará,12,1/1/2000
2001,Maio,pará,7,1/1/2001
2002,Maio,pará,18,1/1/2002
2003,Maio,pará,3,1/1/2003
2004,Maio,pará,44,1/1/2004
2005,Maio,pará,37,1/1/2005
2006,Maio,pará,0,1/1/2006
2007,Maio,pará,,1/1/2007
2008,Maio,pará,0,1/1/2008
2009,Maio,pará,7,1/1/2009
2010,Maio,pará,57,1/1/2010
2011,Maio,pará,16,1/1/2011
2012,Maio,pará,59,1/1/2012
2013,Maio,pará,42,1/1/2013
2014,Maio,pará,70,1/1/2014
2015,Maio,pará,95,1/1/2015
2016,Maio,pará,154,1/1/2016
2017,Maio,pará,114,1/1/2017
1998,Junho,pará,58,1/1/1998
1999,Junho,pará,37,1/1/1999
2000,Junho,pará,59,1/1/2000
2001,Junho,pará,42,1/1/2001
2002,Junho,pará,149,1/1/2002
2003,Junho,pará,64,1/1/2003
2004,Junho,pará,340,1/1/2004
2005,Junho,pará,304,1/1/2005
2006,Junho,pará,78,1/1/2006
2007,Junho,pará,129,1/1/2007
2008,Junho,pará,48,1/1/2008
2009,Junho,pará,38,1/1/2009
2010,Junho,pará,94,1/1/2010
2011,Junho,pará,105,1/1/2011
2012,Junho,pará,183,1/1/2012
2013,Junho,pará,173,1/1/2013
2014,Junho,pará,319,1/1/2014
2015,Junho,pará,265,1/1/2015
2016,Junho,pará,502,1/1/2016
2017,Junho,pará,679,1/1/2017
1998,Julho,pará,638,1/1/1998
1999,Julho,pará,,1/1/1999
2000,Julho,pará,426,1/1/2000
2001,Julho,pará,708,1/1/2001
2002,Julho,pará,772,1/1/2002
2003,Julho,pará,1.571,1/1/2003
2004,Julho,pará,4.436,1/1/2004
2005,Julho,pará,4.364,1/1/2005
2006,Julho,pará,615,1/1/2006
2007,Julho,pará,,1/1/2007
2008,Julho,pará,971,1/1/2008
2009,Julho,pará,397,1/1/2009
2010,Julho,pará,1.432,1/1/2010
2011,Julho,pará,632,1/1/2011
2012,Julho,pará,661,1/1/2012
2013,Julho,pará,447,1/1/2013
2014,Julho,pará,825,1/1/2014
2015,Julho,pará,906,1/1/2015
2016,Julho,pará,1.579,1/1/2016
2017,Julho,pará,4.985,1/1/2017
1998,Agosto,pará,6.815,1/1/1998
1999,Agosto,pará,6.178,1/1/1999
2000,Agosto,pará,5.484,1/1/2000
2001,Agosto,pará,9.043,1/1/2001
2002,Agosto,pará,15.664,1/1/2002
2003,Agosto,pará,6.255,1/1/2003
2004,Agosto,pará,12.812,1/1/2004
2005,Agosto,pará,13.055,1/1/2005
2006,Agosto,pará,7.575,1/1/2006
2007,Agosto,pará,14.352,1/1/2007
2008,Agosto,pará,4.435,1/1/2008
2009,Agosto,pará,3.859,1/1/2009
2010,Agosto,pará,18.13,1/1/2010
2011,Agosto,pará,2.195,1/1/2011
2012,Agosto,pará,6.964,1/1/2012
2013,Agosto,pará,2.161,1/1/2013
2014,Agosto,pará,8.555,1/1/2014
2015,Agosto,pará,7.913,1/1/2015
2016,Agosto,pará,4.863,1/1/2016
2017,Agosto,pará,11.962,1/1/2017
1998,Setembro,pará,6.237,1/1/1998
1999,Setembro,pará,4.419,1/1/1999
2000,Setembro,pará,2.569,1/1/2000
2001,Setembro,pará,6.139,1/1/2001
2002,Setembro,pará,5.609,1/1/2002
2003,Setembro,pará,8.447,1/1/2003
2004,Setembro,pará,9.471,1/1/2004
2005,Setembro,pará,9.032,1/1/2005
2006,Setembro,pará,8.372,1/1/2006
2007,Setembro,pará,14.59,1/1/2007
2008,Setembro,pará,6.294,1/1/2008
2009,Setembro,pará,6.051,1/1/2009
2010,Setembro,pará,10.81,1/1/2010
2011,Setembro,pará,5.185,1/1/2011
2012,Setembro,pará,6.87,1/1/2012
2013,Setembro,pará,3.36,1/1/2013
2014,Setembro,pará,6.787,1/1/2014
2015,Setembro,pará,11.068,1/1/2015
2016,Setembro,pará,3.953,1/1/2016
2017,Setembro,pará,25.004,1/1/2017
1998,Outubro,pará,3.665,1/1/1998
1999,Outubro,pará,5.026,1/1/1999
2000,Outubro,pará,4.313,1/1/2000
2001,Outubro,pará,5.096,1/1/2001
2002,Outubro,pará,5.189,1/1/2002
2003,Outubro,pará,3.803,1/1/2003
2004,Outubro,pará,4.726,1/1/2004
2005,Outubro,pará,5.083,1/1/2005
2006,Outubro,pará,5.964,1/1/2006
2007,Outubro,pará,2.504,1/1/2007
2008,Outubro,pará,6.653,1/1/2008
2009,Outubro,pará,6.342,1/1/2009
2010,Outubro,pará,3.843,1/1/2010
2011,Outubro,pará,3.141,1/1/2011
2012,Outubro,pará,3.714,1/1/2012
2013,Outubro,pará,4.921,1/1/2013
2014,Outubro,pará,6.448,1/1/2014
2015,Outubro,pará,7.781,1/1/2015
2016,Outubro,pará,5.281,1/1/2016
2017,Outubro,pará,7.628,1/1/2017
1998,Novembro,pará,1.861,1/1/1998
1999,Novembro,pará,2.682,1/1/1999
2000,Novembro,pará,3.366,1/1/2000
2001,Novembro,pará,4.938,1/1/2001
2002,Novembro,pará,7.996,1/1/2002
2003,Novembro,pará,6.195,1/1/2003
2004,Novembro,pará,9.842,1/1/2004
2005,Novembro,pará,4.968,1/1/2005
2006,Novembro,pará,2.883,1/1/2006
2007,Novembro,pará,2.89,1/1/2007
2008,Novembro,pará,2.403,1/1/2008
2009,Novembro,pará,10.012,1/1/2009
2010,Novembro,pará,4.417,1/1/2010
2011,Novembro,pará,3.043,1/1/2011
2012,Novembro,pará,6.156,1/1/2012
2013,Novembro,pará,3.688,1/1/2013
2014,Novembro,pará,7.767,1/1/2014
2015,Novembro,pará,9.643,1/1/2015
2016,Novembro,pará,7.879,1/1/2016
2017,Novembro,pará,9.079,1/1/2017
1998,Dezembro,pará,1.008,1/1/1998
1999,Dezembro,pará,766,1/1/1999
2000,Dezembro,pará,1.698,1/1/2000
2001,Dezembro,pará,2.564,1/1/2001
2002,Dezembro,pará,3.118,1/1/2002
2003,Dezembro,pará,4.787,1/1/2003
2004,Dezembro,pará,5.508,1/1/2004
2005,Dezembro,pará,1.495,1/1/2005
2006,Dezembro,pará,1.417,1/1/2006
2007,Dezembro,pará,689,1/1/2007
2008,Dezembro,pará,684,1/1/2008
2009,Dezembro,pará,2.832,1/1/2009
2010,Dezembro,pará,1.612,1/1/2010
2011,Dezembro,pará,3.218,1/1/2011
2012,Dezembro,pará,1.812,1/1/2012
2013,Dezembro,pará,5.514,1/1/2013
2014,Dezembro,pará,4.828,1/1/2014
2015,Dezembro,pará,6.61,1/1/2015
2016,Dezembro,pará,3.3,1/1/2016
1998,Janeiro,Paraiba,0,1/1/1998
1999,Janeiro,Paraiba,26,1/1/1999
2000,Janeiro,Paraiba,0,1/1/2000
2001,Janeiro,Paraiba,11,1/1/2001
2002,Janeiro,Paraiba,5,1/1/2002
2003,Janeiro,Paraiba,70,1/1/2003
2004,Janeiro,Paraiba,33,1/1/2004
2005,Janeiro,Paraiba,178,1/1/2005
2006,Janeiro,Paraiba,83,1/1/2006
2007,Janeiro,Paraiba,69,1/1/2007
2008,Janeiro,Paraiba,77,1/1/2008
2009,Janeiro,Paraiba,115,1/1/2009
2010,Janeiro,Paraiba,46,1/1/2010
2011,Janeiro,Paraiba,11,1/1/2011
2012,Janeiro,Paraiba,61,1/1/2012
2013,Janeiro,Paraiba,38,1/1/2013
2014,Janeiro,Paraiba,75,1/1/2014
2015,Janeiro,Paraiba,42,1/1/2015
2016,Janeiro,Paraiba,18,1/1/2016
2017,Janeiro,Paraiba,23,1/1/2017
1998,Fevereiro,Paraiba,0,1/1/1998
1999,Fevereiro,Paraiba,2,1/1/1999
2000,Fevereiro,Paraiba,11,1/1/2000
2001,Fevereiro,Paraiba,6,1/1/2001
2002,Fevereiro,Paraiba,18,1/1/2002
2003,Fevereiro,Paraiba,3,1/1/2003
2004,Fevereiro,Paraiba,3,1/1/2004
2005,Fevereiro,Paraiba,15,1/1/2005
2006,Fevereiro,Paraiba,7,1/1/2006
2007,Fevereiro,Paraiba,7,1/1/2007
2008,Fevereiro,Paraiba,20,1/1/2008
2009,Fevereiro,Paraiba,9,1/1/2009
2010,Fevereiro,Paraiba,15,1/1/2010
2011,Fevereiro,Paraiba,5,1/1/2011
2012,Fevereiro,Paraiba,15,1/1/2012
2013,Fevereiro,Paraiba,9,1/1/2013
2014,Fevereiro,Paraiba,6,1/1/2014
2015,Fevereiro,Paraiba,15,1/1/2015
2016,Fevereiro,Paraiba,4,1/1/2016
2017,Fevereiro,Paraiba,8,1/1/2017
1998,Março,Paraiba,0,1/1/1998
1999,Março,Paraiba,1,1/1/1999
2000,Março,Paraiba,,1/1/2000
2001,Março,Paraiba,0,1/1/2001
2002,Março,Paraiba,3,1/1/2002
2003,Março,Paraiba,0,1/1/2003
2004,Março,Paraiba,3,1/1/2004
2005,Março,Paraiba,13,1/1/2005
2006,Março,Paraiba,4,1/1/2006
2007,Março,Paraiba,1,1/1/2007
2008,Março,Paraiba,8,1/1/2008
2009,Março,Paraiba,2,1/1/2009
2010,Março,Paraiba,16,1/1/2010
2011,Março,Paraiba,6,1/1/2011
2012,Março,Paraiba,4,1/1/2012
2013,Março,Paraiba,3,1/1/2013
2014,Março,Paraiba,18,1/1/2014
2015,Março,Paraiba,7,1/1/2015
2016,Março,Paraiba,1,1/1/2016
2017,Março,Paraiba,2,1/1/2017
1998,Abril,Paraiba,0,1/1/1998
1999,Abril,Paraiba,,1/1/1999
2000,Abril,Paraiba,1,1/1/2000
2001,Abril,Paraiba,0,1/1/2001
2002,Abril,Paraiba,1,1/1/2002
2003,Abril,Paraiba,0,1/1/2003
2004,Abril,Paraiba,3,1/1/2004
2005,Abril,Paraiba,2,1/1/2005
2006,Abril,Paraiba,0,1/1/2006
2007,Abril,Paraiba,0,1/1/2007
2008,Abril,Paraiba,0,1/1/2008
2009,Abril,Paraiba,1,1/1/2009
2010,Abril,Paraiba,2,1/1/2010
2011,Abril,Paraiba,2,1/1/2011
2012,Abril,Paraiba,13,1/1/2012
2013,Abril,Paraiba,6,1/1/2013
2014,Abril,Paraiba,8,1/1/2014
2015,Abril,Paraiba,11,1/1/2015
2016,Abril,Paraiba,1,1/1/2016
2017,Abril,Paraiba,1,1/1/2017
1998,Maio,Paraiba,0,1/1/1998
1999,Maio,Paraiba,0,1/1/1999
2000,Maio,Paraiba,0,1/1/2000
2001,Maio,Paraiba,4,1/1/2001
2002,Maio,Paraiba,1,1/1/2002
2003,Maio,Paraiba,0,1/1/2003
2004,Maio,Paraiba,1,1/1/2004
2005,Maio,Paraiba,0,1/1/2005
2006,Maio,Paraiba,0,1/1/2006
2007,Maio,Paraiba,0,1/1/2007
2008,Maio,Paraiba,0,1/1/2008
2009,Maio,Paraiba,0,1/1/2009
2010,Maio,Paraiba,10,1/1/2010
2011,Maio,Paraiba,0,1/1/2011
2012,Maio,Paraiba,10,1/1/2012
2013,Maio,Paraiba,3,1/1/2013
2014,Maio,Paraiba,1,1/1/2014
2015,Maio,Paraiba,6,1/1/2015
2016,Maio,Paraiba,1,1/1/2016
2017,Maio,Paraiba,1,1/1/2017
1998,Junho,Paraiba,3,1/1/1998
1999,Junho,Paraiba,1,1/1/1999
2000,Junho,Paraiba,2,1/1/2000
2001,Junho,Paraiba,0,1/1/2001
2002,Junho,Paraiba,1,1/1/2002
2003,Junho,Paraiba,0,1/1/2003
2004,Junho,Paraiba,0,1/1/2004
2005,Junho,Paraiba,0,1/1/2005
2006,Junho,Paraiba,0,1/1/2006
2007,Junho,Paraiba,0,1/1/2007
2008,Junho,Paraiba,0,1/1/2008
2009,Junho,Paraiba,0,1/1/2009
2010,Junho,Paraiba,3,1/1/2010
2011,Junho,Paraiba,2,1/1/2011
2012,Junho,Paraiba,5,1/1/2012
2013,Junho,Paraiba,3,1/1/2013
2014,Junho,Paraiba,1,1/1/2014
2015,Junho,Paraiba,0,1/1/2015
2016,Junho,Paraiba,4,1/1/2016
2017,Junho,Paraiba,0,1/1/2017
1998,Julho,Paraiba,0,1/1/1998
1999,Julho,Paraiba,1,1/1/1999
2000,Julho,Paraiba,0,1/1/2000
2001,Julho,Paraiba,8,1/1/2001
2002,Julho,Paraiba,8,1/1/2002
2003,Julho,Paraiba,6,1/1/2003
2004,Julho,Paraiba,1,1/1/2004
2005,Julho,Paraiba,,1/1/2005
2006,Julho,Paraiba,1,1/1/2006
2007,Julho,Paraiba,1,1/1/2007
2008,Julho,Paraiba,0,1/1/2008
2009,Julho,Paraiba,3,1/1/2009
2010,Julho,Paraiba,7,1/1/2010
2011,Julho,Paraiba,6,1/1/2011
2012,Julho,Paraiba,5,1/1/2012
2013,Julho,Paraiba,1,1/1/2013
2014,Julho,Paraiba,9,1/1/2014
2015,Julho,Paraiba,3,1/1/2015
2016,Julho,Paraiba,22,1/1/2016
2017,Julho,Paraiba,2,1/1/2017
1998,Agosto,Paraiba,3,1/1/1998
1999,Agosto,Paraiba,4,1/1/1999
2000,Agosto,Paraiba,7,1/1/2000
2001,Agosto,Paraiba,34,1/1/2001
2002,Agosto,Paraiba,38,1/1/2002
2003,Agosto,Paraiba,14,1/1/2003
2004,Agosto,Paraiba,18,1/1/2004
2005,Agosto,Paraiba,0,1/1/2005
2006,Agosto,Paraiba,3,1/1/2006
2007,Agosto,Paraiba,8,1/1/2007
2008,Agosto,Paraiba,1,1/1/2008
2009,Agosto,Paraiba,4,1/1/2009
2010,Agosto,Paraiba,9,1/1/2010
2011,Agosto,Paraiba,12,1/1/2011
2012,Agosto,Paraiba,13,1/1/2012
2013,Agosto,Paraiba,3,1/1/2013
2014,Agosto,Paraiba,30,1/1/2014
2015,Agosto,Paraiba,5,1/1/2015
2016,Agosto,Paraiba,50,1/1/2016
2017,Agosto,Paraiba,3,1/1/2017
1998,Setembro,Paraiba,50,1/1/1998
1999,Setembro,Paraiba,14,1/1/1999
2000,Setembro,Paraiba,9,1/1/2000
2001,Setembro,Paraiba,98,1/1/2001
2002,Setembro,Paraiba,63,1/1/2002
2003,Setembro,Paraiba,81,1/1/2003
2004,Setembro,Paraiba,34,1/1/2004
2005,Setembro,Paraiba,13,1/1/2005
2006,Setembro,Paraiba,27,1/1/2006
2007,Setembro,Paraiba,22,1/1/2007
2008,Setembro,Paraiba,21,1/1/2008
2009,Setembro,Paraiba,28,1/1/2009
2010,Setembro,Paraiba,37,1/1/2010
2011,Setembro,Paraiba,55,1/1/2011
2012,Setembro,Paraiba,71,1/1/2012
2013,Setembro,Paraiba,25,1/1/2013
2014,Setembro,Paraiba,51,1/1/2014
2015,Setembro,Paraiba,48,1/1/2015
2016,Setembro,Paraiba,131,1/1/2016
2017,Setembro,Paraiba,30,1/1/2017
1998,Outubro,Paraiba,179,1/1/1998
1999,Outubro,Paraiba,48,1/1/1999
2000,Outubro,Paraiba,125,1/1/2000
2001,Outubro,Paraiba,279,1/1/2001
2002,Outubro,Paraiba,193,1/1/2002
2003,Outubro,Paraiba,381,1/1/2003
2004,Outubro,Paraiba,190,1/1/2004
2005,Outubro,Paraiba,155,1/1/2005
2006,Outubro,Paraiba,,1/1/2006
2007,Outubro,Paraiba,111,1/1/2007
2008,Outubro,Paraiba,80,1/1/2008
2009,Outubro,Paraiba,117,1/1/2009
2010,Outubro,Paraiba,150,1/1/2010
2011,Outubro,Paraiba,200,1/1/2011
2012,Outubro,Paraiba,136,1/1/2012
2013,Outubro,Paraiba,58,1/1/2013
2014,Outubro,Paraiba,70,1/1/2014
2015,Outubro,Paraiba,121,1/1/2015
2016,Outubro,Paraiba,304,1/1/2016
2017,Outubro,Paraiba,123,1/1/2017
1998,Novembro,Paraiba,46,1/1/1998
1999,Novembro,Paraiba,38,1/1/1999
2000,Novembro,Paraiba,65,1/1/2000
2001,Novembro,Paraiba,294,1/1/2001
2002,Novembro,Paraiba,238,1/1/2002
2003,Novembro,Paraiba,538,1/1/2003
2004,Novembro,Paraiba,331,1/1/2004
2005,Novembro,Paraiba,280,1/1/2005
2006,Novembro,Paraiba,215,1/1/2006
2007,Novembro,Paraiba,256,1/1/2007
2008,Novembro,Paraiba,175,1/1/2008
2009,Novembro,Paraiba,428,1/1/2009
2010,Novembro,Paraiba,451,1/1/2010
2011,Novembro,Paraiba,359,1/1/2011
2012,Novembro,Paraiba,130,1/1/2012
2013,Novembro,Paraiba,95,1/1/2013
2014,Novembro,Paraiba,111,1/1/2014
2015,Novembro,Paraiba,206,1/1/2015
2016,Novembro,Paraiba,132,1/1/2016
2017,Novembro,Paraiba,101,1/1/2017
1998,Dezembro,Paraiba,51,1/1/1998
1999,Dezembro,Paraiba,40,1/1/1999
2000,Dezembro,Paraiba,34,1/1/2000
2001,Dezembro,Paraiba,70,1/1/2001
2002,Dezembro,Paraiba,163,1/1/2002
2003,Dezembro,Paraiba,288,1/1/2003
2004,Dezembro,Paraiba,351,1/1/2004
2005,Dezembro,Paraiba,159,1/1/2005
2006,Dezembro,Paraiba,196,1/1/2006
2007,Dezembro,Paraiba,,1/1/2007
2008,Dezembro,Paraiba,187,1/1/2008
2009,Dezembro,Paraiba,270,1/1/2009
2010,Dezembro,Paraiba,65,1/1/2010
2011,Dezembro,Paraiba,179,1/1/2011
2012,Dezembro,Paraiba,62,1/1/2012
2013,Dezembro,Paraiba,78,1/1/2013
2014,Dezembro,Paraiba,62,1/1/2014
2015,Dezembro,Paraiba,122,1/1/2015
2016,Dezembro,Paraiba,8,1/1/2016
1998,Janeiro,Paraiba,0,1/1/1998
1999,Janeiro,Paraiba,7,1/1/1999
2000,Janeiro,Paraiba,49,1/1/2000
2001,Janeiro,Paraiba,32,1/1/2001
2002,Janeiro,Paraiba,47,1/1/2002
2003,Janeiro,Paraiba,109,1/1/2003
2004,Janeiro,Paraiba,88,1/1/2004
2005,Janeiro,Paraiba,55,1/1/2005
2006,Janeiro,Paraiba,78,1/1/2006
2007,Janeiro,Paraiba,11,1/1/2007
2008,Janeiro,Paraiba,35,1/1/2008
2009,Janeiro,Paraiba,35,1/1/2009
2010,Janeiro,Paraiba,18,1/1/2010
2011,Janeiro,Paraiba,,1/1/2011
2012,Janeiro,Paraiba,31,1/1/2012
2013,Janeiro,Paraiba,28,1/1/2013
2014,Janeiro,Paraiba,86,1/1/2014
2015,Janeiro,Paraiba,120,1/1/2015
2016,Janeiro,Paraiba,113,1/1/2016
2017,Janeiro,Paraiba,55,1/1/2017
1998,Fevereiro,Paraiba,,1/1/1998
1999,Fevereiro,Paraiba,22,1/1/1999
2000,Fevereiro,Paraiba,67,1/1/2000
2001,Fevereiro,Paraiba,8,1/1/2001
2002,Fevereiro,Paraiba,24,1/1/2002
2003,Fevereiro,Paraiba,46,1/1/2003
2004,Fevereiro,Paraiba,42,1/1/2004
2005,Fevereiro,Paraiba,77,1/1/2005
2006,Fevereiro,Paraiba,60,1/1/2006
2007,Fevereiro,Paraiba,32,1/1/2007
2008,Fevereiro,Paraiba,38,1/1/2008
2009,Fevereiro,Paraiba,21,1/1/2009
2010,Fevereiro,Paraiba,46,1/1/2010
2011,Fevereiro,Paraiba,8,1/1/2011
2012,Fevereiro,Paraiba,40,1/1/2012
2013,Fevereiro,Paraiba,9,1/1/2013
2014,Fevereiro,Paraiba,52,1/1/2014
2015,Fevereiro,Paraiba,58,1/1/2015
2016,Fevereiro,Paraiba,31,1/1/2016
2017,Fevereiro,Paraiba,60,1/1/2017
1998,Março,Paraiba,0,1/1/1998
1999,Março,Paraiba,40,1/1/1999
2000,Março,Paraiba,52,1/1/2000
2001,Março,Paraiba,12,1/1/2001
2002,Março,Paraiba,18,1/1/2002
2003,Março,Paraiba,76,1/1/2003
2004,Março,Paraiba,83,1/1/2004
2005,Março,Paraiba,84,1/1/2005
2006,Março,Paraiba,56,1/1/2006
2007,Março,Paraiba,54,1/1/2007
2008,Março,Paraiba,43,1/1/2008
2009,Março,Paraiba,57,1/1/2009
2010,Março,Paraiba,22,1/1/2010
2011,Março,Paraiba,21,1/1/2011
2012,Março,Paraiba,55,1/1/2012
2013,Março,Paraiba,18,1/1/2013
2014,Março,Paraiba,42,1/1/2014
2015,Março,Paraiba,55,1/1/2015
2016,Março,Paraiba,63,1/1/2016
2017,Março,Paraiba,43,1/1/2017
1998,Abril,Paraiba,0,1/1/1998
1999,Abril,Paraiba,39,1/1/1999
2000,Abril,Paraiba,51,1/1/2000
2001,Abril,Paraiba,43,1/1/2001
2002,Abril,Paraiba,84,1/1/2002
2003,Abril,Paraiba,130,1/1/2003
2004,Abril,Paraiba,68,1/1/2004
2005,Abril,Paraiba,22,1/1/2005
2006,Abril,Paraiba,49,1/1/2006
2007,Abril,Paraiba,14,1/1/2007
2008,Abril,Paraiba,62,1/1/2008
2009,Abril,Paraiba,80,1/1/2009
2010,Abril,Paraiba,71,1/1/2010
2011,Abril,Paraiba,38,1/1/2011
2012,Abril,Paraiba,38,1/1/2012
2013,Abril,Paraiba,72,1/1/2013
2014,Abril,Paraiba,38,1/1/2014
2015,Abril,Paraiba,83,1/1/2015
2016,Abril,Paraiba,167,1/1/2016
2017,Abril,Paraiba,77,1/1/2017
1998,Maio,Paraiba,0,1/1/1998
1999,Maio,Paraiba,57,1/1/1999
2000,Maio,Paraiba,43,1/1/2000
2001,Maio,Paraiba,26,1/1/2001
2002,Maio,Paraiba,65,1/1/2002
2003,Maio,Paraiba,115,1/1/2003
2004,Maio,Paraiba,9,1/1/2004
2005,Maio,Paraiba,125,1/1/2005
2006,Maio,Paraiba,90,1/1/2006
2007,Maio,Paraiba,14,1/1/2007
2008,Maio,Paraiba,41,1/1/2008
2009,Maio,Paraiba,117,1/1/2009
2010,Maio,Paraiba,39,1/1/2010
2011,Maio,Paraiba,97,1/1/2011
2012,Maio,Paraiba,86,1/1/2012
2013,Maio,Paraiba,85,1/1/2013
2014,Maio,Paraiba,109,1/1/2014
2015,Maio,Paraiba,77,1/1/2015
2016,Maio,Paraiba,72,1/1/2016
2017,Maio,Paraiba,49,1/1/2017
1998,Junho,Paraiba,36,1/1/1998
1999,Junho,Paraiba,31,1/1/1999
2000,Junho,Paraiba,53,1/1/2000
2001,Junho,Paraiba,43,1/1/2001
2002,Junho,Paraiba,115,1/1/2002
2003,Junho,Paraiba,159,1/1/2003
2004,Junho,Paraiba,147,1/1/2004
2005,Junho,Paraiba,114,1/1/2005
2006,Junho,Paraiba,62,1/1/2006
2007,Junho,Paraiba,57,1/1/2007
2008,Junho,Paraiba,17,1/1/2008
2009,Junho,Paraiba,105,1/1/2009
2010,Junho,Paraiba,55,1/1/2010
2011,Junho,Paraiba,162,1/1/2011
2012,Junho,Paraiba,77,1/1/2012
2013,Junho,Paraiba,52,1/1/2013
2014,Junho,Paraiba,112,1/1/2014
2015,Junho,Paraiba,201,1/1/2015
2016,Junho,Paraiba,238,1/1/2016
2017,Junho,Paraiba,169,1/1/2017
1998,Julho,Paraiba,59,1/1/1998
1999,Julho,Paraiba,94,1/1/1999
2000,Julho,Paraiba,98,1/1/2000
2001,Julho,Paraiba,122,1/1/2001
2002,Julho,Paraiba,172,1/1/2002
2003,Julho,Paraiba,101,1/1/2003
2004,Julho,Paraiba,148,1/1/2004
2005,Julho,Paraiba,155,1/1/2005
2006,Julho,Paraiba,139,1/1/2006
2007,Julho,Paraiba,60,1/1/2007
2008,Julho,Paraiba,87,1/1/2008
2009,Julho,Paraiba,34,1/1/2009
2010,Julho,Paraiba,,1/1/2010
2011,Julho,Paraiba,262,1/1/2011
2012,Julho,Paraiba,111,1/1/2012
2013,Julho,Paraiba,168,1/1/2013
2014,Julho,Paraiba,215,1/1/2014
2015,Julho,Paraiba,137,1/1/2015
2016,Julho,Paraiba,504,1/1/2016
2017,Julho,Paraiba,891,1/1/2017
1998,Agosto,Paraiba,42,1/1/1998
1999,Agosto,Paraiba,938,1/1/1999
2000,Agosto,Paraiba,849,1/1/2000
2001,Agosto,Paraiba,342,1/1/2001
2002,Agosto,Paraiba,1.593,1/1/2002
2003,Agosto,Paraiba,1.896,1/1/2003
2004,Agosto,Paraiba,1.237,1/1/2004
2005,Agosto,Paraiba,800,1/1/2005
2006,Agosto,Paraiba,844,1/1/2006
2007,Agosto,Paraiba,580,1/1/2007
2008,Agosto,Paraiba,,1/1/2008
2009,Agosto,Paraiba,844,1/1/2009
2010,Agosto,Paraiba,733,1/1/2010
2011,Agosto,Paraiba,435,1/1/2011
2012,Agosto,Paraiba,522,1/1/2012
2013,Agosto,Paraiba,481,1/1/2013
2014,Agosto,Paraiba,646,1/1/2014
2015,Agosto,Paraiba,651,1/1/2015
2016,Agosto,Paraiba,1.01,1/1/2016
2017,Agosto,Paraiba,987,1/1/2017
1998,Setembro,Paraiba,61,1/1/1998
1999,Setembro,Paraiba,878,1/1/1999
2000,Setembro,Paraiba,381,1/1/2000
2001,Setembro,Paraiba,258,1/1/2001
2002,Setembro,Paraiba,1.071,1/1/2002
2003,Setembro,Paraiba,2.446,1/1/2003
2004,Setembro,Paraiba,1.36,1/1/2004
2005,Setembro,Paraiba,386,1/1/2005
2006,Setembro,Paraiba,866,1/1/2006
2007,Setembro,Paraiba,960,1/1/2007
2008,Setembro,Paraiba,413,1/1/2008
2009,Setembro,Paraiba,149,1/1/2009
2010,Setembro,Paraiba,270,1/1/2010
2011,Setembro,Paraiba,913,1/1/2011
2012,Setembro,Paraiba,459,1/1/2012
2013,Setembro,Paraiba,476,1/1/2013
2014,Setembro,Paraiba,443,1/1/2014
2015,Setembro,Paraiba,599,1/1/2015
2016,Setembro,Paraiba,1.371,1/1/2016
2017,Setembro,Paraiba,1.706,1/1/2017
1998,Outubro,Paraiba,61,1/1/1998
1999,Outubro,Paraiba,452,1/1/1999
2000,Outubro,Paraiba,658,1/1/2000
2001,Outubro,Paraiba,209,1/1/2001
2002,Outubro,Paraiba,399,1/1/2002
2003,Outubro,Paraiba,1.228,1/1/2003
2004,Outubro,Paraiba,666,1/1/2004
2005,Outubro,Paraiba,157,1/1/2005
2006,Outubro,Paraiba,327,1/1/2006
2007,Outubro,Paraiba,194,1/1/2007
2008,Outubro,Paraiba,78,1/1/2008
2009,Outubro,Paraiba,424,1/1/2009
2010,Outubro,Paraiba,230,1/1/2010
2011,Outubro,Paraiba,256,1/1/2011
2012,Outubro,Paraiba,145,1/1/2012
2013,Outubro,Paraiba,233,1/1/2013
2014,Outubro,Paraiba,411,1/1/2014
2015,Outubro,Paraiba,158,1/1/2015
2016,Outubro,Paraiba,193,1/1/2016
